"id","a00","a01","a02","a03","a04","a05","a06","a07","a08","a09","a10","a11","a12","a13","a14","a15","a16","a17"
"8506-07",572.0,31.94,14.101266,3.420446,-18.200412,52.098422,15.635568,-1.250214,25.835117,-7.104981,-6.733701,4.312094,4.0,-15.023625,5.0,952.0,12.013441,2.732738
"6958-96",466.0,48.48,13.794738,-4.037621,7.557236,3.676327,-17.549056,-1.527288,-22.949065,-6.401183,-14.837003,5.320511,5.0,-14.039767,3.0,997.0,37.731793,-5.339944
"9557-43",799.0,106.62,14.017887,-1.452248,-26.787383,30.406548,-20.074996,-1.52725,11.167679,0.920889,-12.717033,-2.184955,5.0,-12.454399,6.0,594.0,-9.073622,-8.52565
"4617-70",505.0,-14.41,13.911681,2.09602,-2.336338,15.280847,-32.611325,-1.623918,-34.351824,14.898254,-13.58379,"",3.0,-10.698252,5.0,744.0,-22.314567,-10.660083
"8481-70",754.0,27.19,13.321939,-11.739228,18.221243,2.2562,-6.065629,-1.815257,-1.302724,-5.07488,-13.524736,-9.839201,4.0,1.530951,3.0,676.0,-18.812137,-5.397589
"5236-67",633.0,83.95,13.704414,-18.245318,-8.480039,-10.210084,1.925806,-1.269662,-11.206678,-4.881103,-15.061914,-2.26119,5.0,-8.197167,6.0,885.0,-38.002065,2.520559
"5421-58",840.0,-10.42,12.349593,-19.502881,30.774949,-38.052747,-5.97333,-1.329857,11.954093,-0.283155,-9.436071,-17.963242,5.0,-5.936603,5.0,531.0,59.49697,1.64147
"4341-39",634.0,50.81,13.577158,-10.179692,18.597151,9.29253,2.738258,-1.591509,2.434071,-11.269666,-12.528392,"",5.0,-8.266916,8.0,715.0,33.998902,-12.615748
"5447-03",681.0,-44.16,13.975227,-4.626011,63.331934,"",-11.020327,-1.281211,40.595129,10.540808,-14.207007,-0.240117,5.0,-10.352705,5.0,606.0,-49.711612,-3.989177
"9176-41",593.0,8.61,13.499418,-9.099736,1.573842,10.608869,3.720646,-1.388787,17.3691,3.581841,-13.174945,-10.940919,4.0,-13.702908,5.0,804.0,-5.281165,1.817041
"7206-93",614.0,27.0,14.069708,-15.476492,17.767437,44.539551,-21.354104,-1.561858,35.943628,-6.477138,-8.277497,3.551425,4.0,-11.792877,7.0,668.0,-60.943382,-8.888799
"9312-35",555.0,-53.38,13.106999,2.870599,17.979725,4.368065,"",-1.241122,-25.205897,-14.103333,-14.392368,4.342326,4.0,-6.924857,4.0,667.0,27.368569,3.981277
"1026-72",578.0,8.33,13.829806,-7.039091,-10.594998,-40.390618,22.390679,-1.375323,6.333018,-1.200962,-12.059169,-7.47418,4.0,-9.549232,6.0,1019.0,-49.693781,-12.493399
"4113-63",478.0,-56.45,14.361248,-12.661812,5.830248,46.08657,-14.461522,-1.734046,-32.748853,-5.88831,-9.174223,-18.883791,4.0,0.619943,7.0,628.0,-19.807704,3.166968
"5770-43",549.0,32.55,13.569633,-0.826354,23.578085,21.853464,-34.60378,-1.39594,13.297477,18.524179,-9.724322,-15.265474,6.0,-9.061745,7.0,541.0,12.95421,12.736788
"5385-20",710.0,20.88,14.190297,-11.779299,13.444846,-3.396278,-29.344,-1.232967,5.172705,5.112348,-11.292492,12.949759,5.0,-10.762814,6.0,580.0,-38.653076,-9.303546
"2937-09",388.0,-17.7,14.225124,-1.023302,-10.958359,27.4623,4.947005,-1.33604,-15.998032,11.004979,-8.373457,-6.875772,5.0,2.969023,7.0,783.0,43.415542,-12.130861
"1672-04",837.0,-50.26,13.100576,-2.373496,2.543857,-13.253039,-24.856244,-1.667908,23.703063,-1.863046,-10.205958,3.074662,4.0,-8.559349,4.0,669.0,32.141537,0.999286
"7727-67",672.0,-140.19,14.06238,-16.752354,-6.283028,-20.588458,8.976786,-1.814125,17.840686,-8.15522,-11.439255,0.477948,4.0,-13.442545,3.0,575.0,-13.851904,-5.311512
"2210-89",624.0,60.06,14.024386,-18.241984,4.050991,-8.402817,2.887497,-1.510189,12.940347,8.141116,-9.822693,-4.207226,5.0,-14.660902,5.0,910.0,4.034313,0.098471
"4398-55",762.0,-59.79,13.485431,0.729264,-27.549664,-29.693565,-0.2659,-1.236848,-1.165063,-8.951555,-9.454362,2.268993,4.0,-16.353207,7.0,775.0,-42.358242,-11.439123
"6098-18",618.0,-49.5,14.42113,-8.009048,-19.254594,-17.423533,-19.118711,-0.898012,-1.101704,-20.972625,-8.059709,-1.245799,4.0,-5.322813,7.0,862.0,1.198959,-5.727206
"3638-69",807.0,-30.01,13.551811,-1.112694,21.46426,30.521135,-15.999505,-1.39456,40.697549,9.353108,"","",3.0,-8.715324,7.0,782.0,-20.714788,-5.748989
"5147-49",256.0,-0.42,14.326626,-6.395522,-3.622545,9.476482,29.313504,-1.465251,-23.941652,-5.960364,-13.449706,0.46446,5.0,-7.17396,5.0,807.0,72.088879,-7.223711
"1125-71",554.0,-21.46,13.10783,-24.811884,-50.641419,39.806336,-16.870545,-1.61429,-2.22512,-10.188308,-14.226585,-19.132743,5.0,-19.378494,7.0,848.0,-34.148267,-3.272219
"2654-7",828.0,0.23,14.027674,-11.508258,-23.402156,-19.41812,-31.703935,-1.596534,43.858265,5.528181,-13.709707,-5.241358,4.0,-5.772539,5.0,921.0,17.754903,-7.287813
"6217-30",523.0,36.22,14.064808,-1.353505,7.944576,-28.534871,-4.45856,-1.462765,-18.460708,-36.19296,-8.035849,-7.11735,6.0,-13.251152,6.0,884.0,-47.725763,-1.309698
"5635-10",443.0,-17.7,14.611548,9.236851,"",0.811225,-13.632618,-1.551724,3.186157,-6.357282,-10.737483,-3.930851,6.0,7.771453,4.0,800.0,"",-3.332139
"3463-11",701.0,62.14,13.884613,-5.327616,-17.263726,2.556693,-15.974898,-1.791238,1.626071,"",-10.727988,16.271068,5.0,-6.386483,4.0,866.0,-10.808075,-5.466044
"8479-89",368.0,-39.13,13.108005,-2.010305,-2.324778,6.332973,-16.177936,-1.252595,2.728737,-8.340652,-14.331757,-5.468719,3.0,-13.395974,5.0,658.0,14.746234,-13.182658
"9961-53",500.0,-45.71,13.574192,-6.16923,30.508222,-3.346238,-23.558285,-1.213868,27.770279,-7.808155,-5.487415,"",3.0,-19.699579,6.0,743.0,-30.394514,-5.287293
"6332-86",605.0,8.12,13.751044,1.526018,-12.719444,-11.141198,-23.676005,-1.204698,-4.411456,-13.168944,-10.305357,-9.516684,4.0,-0.260766,6.0,856.0,42.167287,-2.134813
"8896-14",564.0,-23.99,14.489511,-16.478224,-22.545926,5.857333,7.900602,-1.537799,16.04488,1.258446,-11.63476,-4.618672,5.0,10.512973,7.0,564.0,-6.13761,-0.313043
"5634-21",635.0,-23.11,14.945293,-15.530188,-25.341963,-16.948355,-2.109903,-1.256634,12.321735,-12.428784,-10.256775,5.509686,5.0,-9.045579,4.0,1003.0,9.884441,-13.369192
"4791-41",584.0,63.95,14.917871,-10.188642,-24.926213,-22.025306,-22.772283,-1.811811,4.165437,-46.615227,-15.579304,-14.70665,5.0,-14.752196,5.0,580.0,-25.105713,-9.637448
"6354-93",670.0,-50.12,14.463339,-5.908105,52.486851,-23.208569,-37.491146,-1.720954,18.232797,-0.787378,-8.280351,-8.349434,5.0,-8.917267,7.0,696.0,-23.348268,-12.092141
"4602-76",733.0,-50.93,14.227359,0.697265,27.878794,-9.773655,-14.314681,-1.166054,45.691869,-1.605643,-12.236772,14.14396,4.0,-12.416967,5.0,957.0,23.906587,-9.448254
"1242-99",471.0,22.92,13.561816,-25.874852,7.526132,7.279062,20.983385,-1.244186,-1.865395,7.113699,-11.012211,-2.932725,4.0,-10.428897,7.0,730.0,-29.118755,-6.145954
"3593-80",449.0,-30.45,13.501484,-6.97387,-29.919163,34.38833,8.533324,-1.527664,9.428678,6.787217,-12.102422,8.215983,5.0,-11.075339,5.0,720.0,9.470656,-3.982743
"1239-86",285.0,-49.5,13.490742,-18.102953,15.450251,28.958538,28.94015,-1.588703,-7.726792,-17.326379,-13.005907,-3.460723,4.0,-15.596025,6.0,751.0,-0.943051,-10.895388
"9036-01",728.0,10.36,12.832724,0.205874,-0.59719,17.25897,3.253903,-1.374707,28.493654,-18.854278,-13.263371,-1.768757,4.0,-9.676244,7.0,780.0,0.491692,-5.703698
"9943-32",649.0,105.42,14.210849,-4.524463,-10.397551,34.15361,-10.804808,-1.575323,-23.895305,-8.107423,-9.87452,5.567,3.0,-0.419206,6.0,741.0,107.164294,-6.473703
"7350-14",615.0,20.32,13.994371,-13.395427,-20.932003,23.674668,-18.064506,-1.356219,9.148561,-6.927495,-11.135013,11.545957,5.0,-8.296377,3.0,802.0,1.602082,-8.643196
"7204-32",433.0,-5.53,12.854648,2.26377,37.563718,-8.690364,8.736732,-1.533801,-10.558919,-38.012396,-16.76213,-9.41214,4.0,2.509761,7.0,763.0,28.766774,-1.484349
"4078-4",573.0,64.27,15.493505,-16.122718,-20.97565,8.55204,-24.141304,-1.401248,1.695397,-15.060845,-9.556443,-8.153214,4.0,-8.712112,4.0,805.0,-97.557284,-16.917828
"4589-79",827.0,52.16,14.835376,-11.60654,-18.929208,4.769139,-6.710477,-1.835206,-11.304018,8.511888,-8.549773,-9.998748,5.0,-1.771021,6.0,816.0,-5.495009,10.035413
"6167-10",594.0,-6.64,13.151222,-5.562293,-10.666978,-5.284814,-31.157273,-1.148307,14.977815,-2.982621,-11.354824,-13.546589,5.0,-18.919248,7.0,561.0,-48.514857,-6.236151
"7018-55",467.0,-13.53,14.32939,-8.221864,17.258102,2.215374,20.651655,-1.326812,26.745653,6.906171,-10.362286,19.739322,4.0,-23.689685,6.0,684.0,3.623717,-10.26791
"8929-07",383.0,126.48,14.435936,-14.071845,-12.650359,36.987403,-29.964689,-1.797609,-6.559869,4.438111,-15.640797,-29.823669,5.0,-5.046583,8.0,632.0,3.279059,-9.94178
"3775-72",477.0,-41.28,15.563615,-3.978261,-86.011082,-6.831725,-0.449711,-1.079574,-6.047684,12.472511,-11.588907,-5.626789,6.0,-11.602745,7.0,876.0,9.989567,-6.915218
"6778-1",641.0,94.75,13.400109,-8.465476,-3.910031,-9.729044,-3.962059,-1.415179,0.558346,-11.714929,-13.516276,18.478217,3.0,-15.552079,4.0,379.0,-34.966223,-3.473331
"7460-71",436.0,-22.86,13.880505,"",-11.487674,-7.484343,-9.048942,-1.1205,-1.672383,14.505911,-9.940059,0.809194,6.0,-5.906866,7.0,615.0,-66.828889,-3.236559
"3814-86",331.0,-42.82,12.984928,-12.62525,-28.926977,-8.288884,-9.229365,-1.321334,-27.910309,-0.587901,-10.401412,-28.4519,4.0,-10.85222,6.0,952.0,-29.216157,5.789347
"8110-85",457.0,13.11,13.117103,-14.470774,15.264147,37.330775,13.825244,-1.068636,22.903751,-3.559576,-11.188015,-1.487852,5.0,0.291772,5.0,562.0,-12.318973,-18.055968
"1766-64",661.0,25.56,12.862044,-5.005268,-2.192818,37.941616,-27.881485,-1.109656,15.324279,-46.282169,-13.904683,-3.72509,3.0,-14.364959,5.0,819.0,-20.774175,-9.341854
"7266-13",479.0,49.7,14.210537,-12.312244,-30.412469,13.582179,-14.143974,-1.655222,1.781273,-3.969036,-11.085245,4.38171,5.0,-9.865905,7.0,862.0,-13.960515,3.392412
"6489-5",732.0,-28.55,13.883663,-12.641663,-16.324261,21.823266,-14.07628,-1.569851,21.850513,-29.032414,-6.027872,-2.635054,4.0,-15.883596,6.0,658.0,24.237896,-5.366
"8446-84",587.0,66.57,14.244942,-1.784346,-21.567388,-0.313929,-5.721935,-1.556595,10.911271,-4.334434,-14.251582,10.012624,6.0,0.743188,6.0,776.0,41.577487,5.484078
"2667-89",407.0,-82.47,13.415378,2.518672,25.600886,-21.279634,-13.804518,-0.986168,-30.063864,8.798525,-14.932135,-4.678221,4.0,-10.647497,5.0,1051.0,-16.275631,0.545287
"6318-47",693.0,-8.45,13.82894,-12.83219,51.038929,1.539583,0.132034,-1.562862,15.001726,-2.759983,-5.49765,-9.172072,5.0,-4.340252,4.0,1019.0,7.723759,-9.203218
"6955-77",616.0,6.64,12.63987,-5.676706,33.912823,9.080585,-6.796496,-1.530227,-7.848974,-1.091195,-16.072968,-8.860678,3.0,-7.960072,5.0,698.0,-3.79005,1.598305
"5836-15",326.0,-68.44,12.895081,-7.260031,-17.420968,-12.991412,-6.752005,-1.060252,-9.312606,-11.133747,-14.156056,-4.412985,3.0,-2.565713,7.0,1050.0,-38.660424,-6.173711
"5792-7",668.0,-19.75,14.976225,-7.871655,-26.633265,10.396536,-12.793919,-1.308297,-3.585253,-6.755084,-10.657939,9.116824,4.0,-11.153842,7.0,987.0,-65.289202,0.107753
"6113-06",503.0,-35.76,13.910476,-11.169725,-6.286807,-12.465575,-5.033355,-1.272463,23.791714,-30.136821,-15.20293,2.886684,6.0,-8.735877,5.0,723.0,-72.332636,-19.113931
"2050-02",713.0,-5.24,13.477086,-3.22442,-11.559489,3.631677,5.997082,-1.253506,-10.808854,-9.105211,-11.953916,-12.357218,5.0,-8.220874,4.0,959.0,-31.245277,-5.193603
"9529-80",560.0,-59.73,14.291796,-9.224349,48.526606,5.569635,-22.550372,-1.312374,25.329199,7.850981,-13.971766,1.269267,5.0,-8.165718,5.0,729.0,-37.875525,1.784357
"5650-85",724.0,-53.15,13.70783,-9.075843,12.777903,1.413847,-3.532434,-1.333858,31.643074,1.0827,-3.457543,9.684852,5.0,-3.184203,6.0,844.0,39.008751,-7.662981
"7122-81",576.0,-2.81,13.709416,"",-41.299414,44.212029,-21.945553,-1.488036,-1.911302,0.024483,-14.983285,-14.776341,4.0,-4.302277,6.0,652.0,-9.136889,-2.779441
"9372-13",653.0,49.81,12.742917,-20.382848,27.017307,3.790007,7.582926,-1.538686,3.288267,-15.229215,-11.341479,11.514005,3.0,-18.451314,6.0,1069.0,28.812269,-6.192968
"4213-69",649.0,23.9,13.614522,-2.678195,-65.338526,48.231786,34.27443,-1.131864,0.392828,-8.116063,-7.797953,-1.136354,4.0,-0.166005,7.0,868.0,54.68433,-10.06823
"8220-80",640.0,18.18,13.684882,-15.714438,-15.061972,19.049295,4.521019,-1.593791,16.59859,-14.408154,-6.62308,9.983965,4.0,-10.194729,6.0,914.0,5.522327,4.820095
"5018-52",515.0,42.07,13.954037,-3.181833,6.77882,17.962962,-22.680166,-1.31484,-2.136604,-3.135924,-9.476437,-7.613542,5.0,-18.425945,8.0,697.0,-73.039553,-8.676543
"7710-11",442.0,-38.1,14.50086,7.623524,-17.819448,10.661277,-19.702549,-1.319631,-2.497013,-6.485653,-12.129725,-14.297762,4.0,-10.817745,5.0,722.0,-25.308878,1.821831
"6486-14",546.0,9.62,13.540546,-12.526835,-24.160999,10.080611,-10.518467,-1.472368,18.741919,3.769723,-10.516469,4.546719,5.0,-23.517652,8.0,816.0,-25.503755,13.982743
"9472-58",463.0,-2.34,13.498688,-5.49726,14.688362,34.194138,-20.620433,-1.408722,0.43367,"",-10.02456,"",5.0,-4.209387,6.0,981.0,36.170603,-5.985013
"3267-56",582.0,51.62,13.457861,-8.123207,20.545331,-29.964363,-1.075016,-1.408881,1.896849,6.418033,-12.766927,-26.451121,4.0,9.48866,5.0,963.0,15.56691,-2.992439
"8305-63",935.0,-3.88,13.559927,-20.959572,36.029628,-9.708057,-0.670675,-1.691822,6.987775,-18.029893,-5.475709,-13.302387,6.0,-4.798327,5.0,476.0,3.120512,-17.732744
"5382-3",556.0,31.34,14.040728,-10.804272,-32.107997,21.706538,-3.237654,-1.345083,-2.910316,-35.859509,-17.068573,-19.145894,5.0,-6.748217,5.0,607.0,-8.696773,-3.658267
"4081-9",318.0,128.13,15.073816,-6.553648,-2.180534,9.235206,-6.87237,-1.057653,-1.544364,-8.685482,-8.039135,-14.605288,5.0,-4.295173,6.0,699.0,19.917857,-9.025914
"1508-17",317.0,-105.79,13.63979,-18.640729,13.47736,6.58203,-6.025821,-1.698545,1.035467,5.034699,-9.355505,5.22817,4.0,"",4.0,694.0,-23.693954,-1.688071
"6550-78",487.0,-38.9,13.944874,-9.397911,15.535758,3.473748,-0.543579,-1.544874,4.000125,-1.984755,-8.752165,-11.305063,5.0,-6.579193,6.0,835.0,-7.965645,-8.628287
"1281-11",642.0,41.84,13.705781,-15.245557,-18.801168,7.466555,-5.500432,-1.553938,2.623534,-7.873798,-15.233577,-7.63941,4.0,-6.497645,7.0,1053.0,7.435828,8.412817
"1101-11",638.0,-3.27,12.945991,0.49013,-1.33109,16.748119,-9.171935,-1.953615,-9.228818,-12.457701,-12.045671,-0.302941,3.0,-12.801848,8.0,785.0,-25.264425,-0.681303
"1551-20",376.0,-114.1,13.53429,-13.513173,27.196346,5.622838,-6.259486,-1.552298,10.764802,-23.999543,-8.660752,-17.711066,5.0,-8.244204,6.0,799.0,24.099443,-2.133562
"4667-87",519.0,-24.55,13.179269,-19.20939,-33.746375,18.13929,-18.470166,-1.567878,12.230941,6.693948,-11.276712,0.410741,7.0,-14.968991,5.0,828.0,-19.324642,2.863256
"8984-0",474.0,-85.48,13.230796,-4.357908,-23.188891,50.247523,-13.513693,-1.598446,-18.846433,8.42578,-13.545838,14.68856,5.0,-1.408431,5.0,828.0,12.735749,4.917076
"2375-90",584.0,25.91,13.064807,-26.668901,-7.262383,33.333219,-10.414728,-1.537104,-13.255508,2.824294,-12.572027,-0.272959,4.0,-7.835599,5.0,503.0,-44.502146,-9.005587
"8076-44",698.0,71.23,14.444911,-15.916324,-16.574971,11.165743,17.301462,-1.256221,21.832873,-24.846503,-13.304304,2.197231,4.0,-15.471389,6.0,910.0,4.952626,-1.98637
"2865-72",637.0,27.44,12.935349,-14.397234,-29.449748,10.556694,4.161626,-1.28569,18.377569,-0.658218,-10.767733,-5.766938,4.0,-10.589284,5.0,752.0,-46.156674,-3.668934
"4180-99",667.0,-31.27,13.758693,-7.904829,7.196299,17.233522,-2.548356,-1.595553,22.737744,-29.006672,-5.080741,-2.058447,6.0,-9.974656,6.0,982.0,-32.833771,-11.351083
"5788-78",705.0,-81.3,13.856546,-15.457048,4.192637,-5.292267,-8.940538,-1.501045,7.5704,-39.061889,-10.67144,2.542066,5.0,-6.749632,5.0,682.0,-10.663798,-0.708383
"5767-62",776.0,-3.35,14.626871,-9.73471,-4.72587,15.166929,-4.296068,-1.211876,28.32865,0.321134,-9.994599,2.309168,5.0,-4.579071,4.0,876.0,-29.545986,4.67139
"5732-78",795.0,63.16,13.760776,-1.347171,-12.944498,14.79476,-18.205824,-1.323997,16.356531,-7.755386,-10.582499,-23.149027,5.0,-0.370864,7.0,733.0,4.291389,-8.3848
"7034-3",363.0,-55.88,13.10257,-10.246427,-9.049505,18.120452,12.145512,-1.309386,-40.485515,-18.227115,-16.021752,2.072713,5.0,-13.189506,4.0,900.0,41.831532,-6.891627
"9021-2",402.0,-67.28,13.698321,-20.575069,-38.936836,4.282855,9.249665,-1.62489,-15.164949,1.228256,-12.879395,-3.83884,6.0,-5.346091,6.0,893.0,-40.990375,-11.321546
"3639-39",816.0,-19.33,12.792035,-13.511498,-31.380314,10.792686,-15.916084,-1.349487,28.53113,-12.257391,-11.316491,4.149209,6.0,-4.434926,6.0,450.0,37.051622,-3.864183
"3837-57",597.0,-96.99,"",-4.05822,20.617517,15.492035,-3.985013,-1.785597,36.101031,-1.472405,-12.501946,-19.852345,4.0,-7.059267,5.0,938.0,-36.92897,2.609071
"5641-55",733.0,25.55,13.111776,-12.481991,-7.505053,4.222822,-10.512619,-1.348865,-11.884436,2.41074,-11.971889,-2.261627,4.0,-2.961041,6.0,893.0,12.634331,0.734161
"7492-13",556.0,0.73,12.925838,-19.653007,25.730707,19.611404,4.99036,-1.347913,-3.263218,1.939433,-16.347228,11.805579,5.0,0.55363,3.0,788.0,-46.775497,-20.828251
"7161-13",378.0,3.68,13.175125,-19.29726,4.957748,18.569767,-24.752975,-1.055022,"",26.536717,-11.562128,-12.779369,5.0,-13.410326,8.0,530.0,-12.424798,-7.035076
"4659-60",617.0,52.2,13.567706,-15.645777,-43.397157,30.913713,2.236333,-1.444123,-5.524459,-0.281035,-11.075881,-4.985436,3.0,-0.797574,6.0,741.0,-19.900083,2.636929
"4304-65",729.0,105.66,14.003292,-21.437341,-20.658632,11.966046,-18.573039,-1.462024,2.980452,-3.751917,-10.934872,2.583747,5.0,-10.055321,7.0,633.0,16.923004,2.226662
"8199-23",695.0,-10.71,13.080072,-11.624726,-7.535396,28.498983,-7.246932,-1.513388,27.479769,2.64868,-11.907951,-5.743708,3.0,-15.573824,5.0,541.0,-15.133367,0.906798
"2916-93",559.0,35.58,14.256817,-10.462322,-9.462859,68.616222,-18.218837,-1.268265,22.847236,-9.516151,-3.53163,-14.862216,4.0,-13.480356,6.0,1184.0,15.012765,11.588492
"7991-11",693.0,-25.9,13.684534,-2.674029,76.28006,-23.325371,-4.102059,-1.773017,40.064982,-15.40136,-12.353764,14.557954,5.0,-7.519175,4.0,557.0,-34.210101,-21.189522
"1141-24",783.0,-31.26,14.651115,-4.592292,44.832608,10.706518,-34.359852,-1.442054,55.608659,15.843368,-8.421903,-4.785765,3.0,-18.924425,5.0,818.0,-40.05558,-6.814926
"5206-72",573.0,41.02,13.764897,-2.796667,-8.477992,-3.568229,-1.422816,-1.452897,10.20351,-16.781718,-10.89155,-8.113242,4.0,-17.728621,6.0,725.0,"",-6.004783
"6288-46",586.0,-5.95,14.50043,-8.459035,14.234055,24.436658,-30.042989,-1.39394,44.838648,-14.615668,-12.601583,-0.083514,3.0,-4.453035,4.0,790.0,2.346537,-10.327029
"1066-42",732.0,62.5,14.489088,-3.014672,25.987159,11.880988,-28.49863,-1.140999,-7.049109,-39.203526,-9.005622,-9.439704,3.0,-4.087703,6.0,711.0,48.568169,10.752125
"9741-81",712.0,57.58,12.697136,-9.804416,6.636997,-4.280268,-22.236969,-1.578926,0.467374,1.210947,-13.796913,-5.470222,3.0,-13.044701,7.0,728.0,-20.052997,-12.428433
"5316-60",94.0,-91.53,12.880433,-15.414911,49.185764,53.34289,-31.508094,-1.147742,-48.010164,-9.9602,-14.204104,1.122167,6.0,-7.947396,6.0,958.0,-51.341466,-6.149996
