id,a00,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17
8359-76,416.0,-41.82,13.978579,-14.439518,-25.687322,7.778531,-17.131173,-1.244377,21.379493,-17.194379,-8.289583,-10.951046,4.0,-14.744038,6.0,787.0,-16.719422,-3.608132
1473-34,573.0,45.98,,-0.39196,27.978846,18.873857,-8.626305,-1.198906,-7.998235,-27.335596,-5.949055,-22.639584,3.0,-4.159279,7.0,812.0,-17.420281,8.574829
3673-17,491.0,74.12,14.740825,-6.823585,-19.838916,-7.105571,-41.95831,-1.518415,15.492277,-12.834482,-6.521536,-19.276272,4.0,-17.603931,6.0,660.0,12.751766,-8.656078
3379-82,781.0,-4.08,13.704547,-3.704109,14.615096,-0.215282,-27.045691,-1.562466,20.230293,-8.722969,-5.820878,-5.972687,5.0,,4.0,740.0,20.322428,-0.318128
1051-3,764.0,24.67,14.31138,,-23.279161,-26.975587,-9.363847,-1.652924,-3.667118,14.847249,-12.869522,-0.456871,5.0,-13.053525,6.0,878.0,-18.979282,-0.569541
5708-57,703.0,9.72,13.664689,-2.813805,19.574906,-20.369505,-5.301525,-1.653834,11.776417,-9.756826,-6.73576,-7.238696,5.0,-5.693018,6.0,834.0,28.253064,-8.134062
9027-20,548.0,30.03,13.834539,-5.402485,8.780582,20.595775,-13.210936,-1.457937,10.515224,-8.327608,-13.693738,-9.984135,5.0,-16.978559,5.0,766.0,-33.326708,-5.911795
7579-81,458.0,-17.44,13.678563,-16.116001,-57.619859,-9.399776,7.858919,-1.441375,-6.072805,-6.392634,-11.339754,-9.547863,4.0,-15.110241,6.0,743.0,-15.952726,-4.694607
7331-23,527.0,-41.77,13.83764,-15.904317,-28.323507,32.25185,-0.061631,-1.313111,4.136696,-2.462451,-9.543448,-6.102882,4.0,-9.860155,6.0,848.0,8.303685,0.524913
3669-72,344.0,66.68,13.451693,-24.632196,-35.848842,-10.074615,19.791028,-1.803426,-18.362367,-18.410871,-14.064448,-12.848508,5.0,-14.444367,5.0,1196.0,-28.660965,-15.875008
5986-59,357.0,78.84,14.944101,-11.860203,-23.82338,25.371062,-6.054083,-1.675146,16.543351,12.664384,-11.72977,2.438192,6.0,-12.37221,7.0,348.0,-62.047104,-0.555343
9518-22,421.0,52.23,13.801033,-1.164199,39.159895,34.920567,-1.357307,-1.331518,-26.067048,16.056154,-13.050923,-17.768007,4.0,-16.731247,7.0,929.0,8.863863,-11.726072
3539-30,349.0,-85.14,14.591519,-9.098874,-7.29973,5.375817,-4.367005,-1.672705,-6.32233,-7.308037,-10.843457,4.154975,4.0,-2.66665,4.0,709.0,30.631624,-1.565905
7992-8,479.0,-8.07,13.729962,5.943647,-16.584415,33.117266,-2.135904,-1.454677,15.878162,11.282558,-11.158719,2.186973,5.0,-15.305763,8.0,545.0,-18.130161,-4.310264
1365-86,524.0,16.83,14.304227,-17.137088,-11.844029,-30.177288,-2.063751,-1.388501,18.807314,2.306837,-7.448051,7.951036,4.0,-4.053709,4.0,721.0,-12.393475,9.439362
4498-14,791.0,25.28,13.586716,-12.39295,-11.890667,9.393963,-10.822442,-1.482669,-15.837431,0.332347,-11.041761,-1.388779,4.0,-9.442596,6.0,748.0,-14.96546,-4.333724
9470-76,749.0,12.98,14.120783,-5.303432,59.602381,-28.221203,-23.812863,-1.512848,30.886957,-1.209255,-11.166329,-4.962036,5.0,-2.058268,3.0,449.0,-53.183487,2.107609
9955-18,515.0,-24.3,14.713172,-10.294032,3.141157,-37.694939,15.468992,-2.061568,36.875203,-6.056527,-12.071848,5.031489,4.0,-9.673905,8.0,1001.0,-23.216659,3.080065
1659-48,447.0,-54.94,14.159525,-8.076659,10.066523,38.530479,-34.808392,-1.07245,-25.60216,-5.276652,-10.857766,-14.674215,4.0,-12.245193,6.0,844.0,-9.966313,-2.179851
1284-34,555.0,16.29,12.799377,-4.784133,-2.784312,13.103154,2.347478,-1.489831,11.967635,13.160751,-10.142583,-5.580341,3.0,-16.768468,7.0,1125.0,20.942519,-0.619545
1398-18,820.0,16.07,13.769243,-4.113618,-20.82116,-17.264664,-25.565132,-1.614533,-11.5757,8.578459,-10.884861,4.477461,4.0,-17.442017,4.0,900.0,-40.535693,0.371803
6133-58,465.0,110.97,14.425224,2.577681,-17.959641,39.428133,-16.488759,-1.752379,-35.75225,-24.857611,-10.083525,-0.362429,4.0,-7.415431,5.0,868.0,45.002993,-6.923232
8735-44,606.0,-2.42,14.939348,4.427945,-42.418028,-15.751087,-11.813264,-1.037593,-11.479805,2.855641,-11.179687,6.290307,3.0,-8.973286,4.0,870.0,-28.705676,-8.095484
6278-79,681.0,-53.13,12.97806,-13.464871,-12.821455,10.175879,-0.195554,-1.318189,6.065398,-12.672152,-7.661765,,3.0,-10.002685,7.0,728.0,-41.140448,-6.088894
5040-66,517.0,-12.96,14.493598,-11.135219,-26.893965,29.902939,-17.292577,-1.290546,25.458056,-4.926955,-8.037749,-9.39395,3.0,-9.471081,5.0,765.0,-11.229168,5.805163
7387-2,331.0,-84.92,14.209677,-2.201285,0.351999,5.174286,-8.864175,-1.562869,23.340744,-9.557296,-13.294953,15.511965,5.0,-2.556267,5.0,853.0,-34.325742,-2.681255
8543-08,536.0,32.44,14.36882,-22.409142,4.22058,42.199112,-2.597981,-1.55812,6.37963,1.462316,-12.685437,5.726446,4.0,-9.907554,4.0,767.0,34.492736,1.1363
9392-96,734.0,83.28,13.672623,-6.143232,56.072515,2.174699,-14.225306,-1.458319,19.576781,-12.722278,-11.297369,-7.997614,5.0,-9.410407,5.0,358.0,-1.106993,2.105423
3259-05,600.0,141.5,14.339628,-19.032044,-26.994563,1.725546,18.799032,-1.780324,-15.837406,-7.114273,-13.653665,-3.102913,5.0,-6.135407,6.0,840.0,4.009423,-13.011907
3167-72,498.0,-52.37,14.108412,-7.638192,-4.728076,-3.527157,4.738656,-1.201963,-17.556339,-11.962565,-14.081546,8.59416,5.0,-5.476211,7.0,545.0,-7.44469,-3.66276
8913-97,509.0,36.55,14.530605,-16.371679,-34.238521,-1.222317,-33.909634,-1.201238,-17.257381,-0.145445,-11.742983,-7.899053,4.0,-14.427347,8.0,605.0,18.580415,-6.444784
9884-47,444.0,113.82,14.774803,0.708047,-18.336705,28.161799,-51.395478,-1.363394,-25.387314,-20.363688,-8.526034,19.887392,6.0,-6.104413,6.0,853.0,-13.059894,-6.050471
9134-28,677.0,-44.84,12.348755,-24.422123,12.970784,-13.580189,10.121293,-1.796661,5.489827,3.666135,-5.315448,-14.135883,6.0,0.343084,5.0,909.0,-56.681047,-8.895537
2712-75,404.0,-45.79,13.525453,-10.457424,-8.471816,15.655664,-2.21109,-1.657547,16.922938,-0.13576,-11.485428,-3.347553,3.0,-7.104647,6.0,401.0,-34.522635,-11.5899
6280-56,745.0,13.4,13.827274,-6.560096,45.737714,-21.38102,-29.763089,-1.43017,,-5.21632,-12.527584,-5.071724,3.0,-15.487305,6.0,669.0,-18.193997,-9.643058
2667-86,636.0,-7.33,14.240735,-11.456319,48.309979,-52.717184,-18.068447,-1.493915,11.483015,3.958998,-10.226373,4.099752,4.0,-19.934397,5.0,883.0,-52.32058,-3.68901
6290-74,502.0,-25.81,13.288246,-19.762784,-2.718353,-40.120914,16.152889,-1.801794,3.566255,3.934997,-20.396019,-0.350012,5.0,-12.890478,5.0,616.0,25.127123,2.235966
6480-48,438.0,-12.59,13.20751,4.024767,21.570133,3.034697,-3.384597,-1.243748,3.421627,-23.388659,-13.135374,5.249457,5.0,-6.570462,6.0,936.0,-31.218048,4.432834
3306-59,352.0,-16.79,14.40734,-1.035743,-73.28787,23.952948,-2.795143,-1.499268,-24.472762,-9.079018,-14.078192,1.381794,5.0,-8.884858,6.0,577.0,63.111523,6.524975
5661-85,555.0,-77.42,14.390234,-1.86697,-20.738656,-1.44862,-17.788215,-1.029647,-0.35602,-0.038824,-6.131896,10.350193,3.0,-6.080313,5.0,956.0,46.810712,-3.317401
7807-09,614.0,57.3,14.057181,6.884937,-21.394226,23.384466,19.487835,-1.094224,-13.234356,-12.874118,-12.376916,-6.937235,5.0,-5.603517,6.0,831.0,47.489296,-5.461094
4229-76,576.0,-29.91,13.427025,-11.174788,-14.269276,5.516817,-6.447478,-1.170226,-18.994453,-9.283137,-12.399207,-4.295436,5.0,-1.545859,6.0,703.0,-21.993138,1.218584
6111-56,683.0,30.01,13.839519,-4.869524,-26.465413,-12.296145,-9.540768,-1.292414,13.249872,-13.245568,-11.375078,-6.365808,4.0,-3.437482,6.0,1021.0,-22.914043,3.115688
5153-70,586.0,-46.12,13.994886,-5.697928,-40.360433,-1.228345,28.527899,-1.428982,-0.834826,14.52152,-12.560429,-3.212519,5.0,-18.573161,5.0,691.0,-25.566083,-9.503759
9617-74,668.0,12.42,14.308117,-12.03724,-22.280102,-3.293264,-24.283194,-1.144492,-17.204999,0.457001,-15.974903,8.675106,2.0,-18.08749,5.0,503.0,7.341575,-7.378586
7908-3,487.0,43.19,15.344978,-12.991867,-22.773391,19.178536,-10.803565,-1.47636,17.021548,9.27653,-12.362514,-5.162303,5.0,-4.833853,5.0,959.0,-39.608125,-2.125511
7913-50,756.0,95.74,13.346275,-12.720832,-15.447601,16.134997,-1.49654,-1.613902,5.330395,-3.252631,-11.860677,3.222855,6.0,-6.26427,6.0,575.0,-54.657095,-10.548922
5975-9,466.0,-145.78,14.40716,-22.162178,-4.986534,22.934593,,-1.663181,-27.773263,-3.16985,,-21.964626,5.0,-10.78361,6.0,578.0,-2.340687,0.761601
1181-47,438.0,34.66,13.476554,-9.52926,29.534051,26.933402,-45.503758,-1.291562,3.610415,25.925397,-8.811489,-25.498984,3.0,-14.265484,5.0,548.0,7.037451,3.070316
4760-99,465.0,-108.86,14.479017,-5.025929,30.452467,25.532727,-14.692001,-1.040562,-4.212639,-48.521224,-8.777792,-7.452625,5.0,-12.182339,6.0,580.0,-38.026177,-13.418355
5806-50,952.0,-46.55,13.73089,1.987484,-10.939393,-29.411905,-8.659078,-1.590924,13.975833,-20.645219,-6.860614,-8.390759,5.0,0.751321,4.0,715.0,-23.506117,-5.573707
1777-80,782.0,-72.17,13.426122,-21.425311,77.721995,-10.863208,5.85791,-1.480696,25.01677,,-9.988155,-7.989124,4.0,-9.3476,5.0,760.0,15.804164,-7.192135
8740-07,512.0,6.66,13.45463,-3.043029,33.885276,-3.050829,-32.152224,-1.411516,22.485791,-23.539486,-8.745714,-6.08397,6.0,-5.461817,7.0,892.0,56.220892,0.60528
4797-36,602.0,56.01,14.199518,-15.204116,-40.759387,13.71545,-25.238735,-1.591083,-6.253651,23.912015,-8.810511,-10.018176,4.0,-1.471248,7.0,734.0,-10.990238,1.664583
2913-85,270.0,-10.76,13.690983,-0.258468,-11.81606,0.692424,-1.148889,-1.594468,-22.724008,-19.169484,-14.595855,-13.458442,4.0,-7.713673,7.0,807.0,-5.507398,-15.052016
4508-29,809.0,21.25,13.741062,-16.780686,-10.39353,6.01347,-2.785033,-1.191898,11.966789,1.047811,-12.63484,-15.704881,3.0,-20.108898,5.0,667.0,29.417981,0.400682
3610-11,373.0,-100.8,14.041164,-7.863907,2.8834,-25.335715,5.873469,-1.45237,25.848049,-13.152268,-12.757422,-0.951182,5.0,-16.352521,5.0,818.0,11.582414,-8.853424
2504-38,558.0,-9.13,13.876169,0.914033,-50.034373,-2.886088,-5.544631,-1.45965,-10.538613,-5.059508,-9.900395,-10.966572,4.0,-16.828407,4.0,755.0,16.565472,-6.601976
3890-48,617.0,-126.22,14.363531,-10.006988,-12.927915,-9.085192,-3.73219,-1.464954,16.022734,10.641864,-10.130365,-12.151517,4.0,-4.467297,7.0,743.0,-58.64671,-3.003121
3485-25,634.0,65.01,13.420172,-16.687195,-15.112348,34.089442,31.717025,-1.345255,-3.888757,-19.599657,-10.50793,-16.662776,5.0,-5.204251,4.0,762.0,-3.859753,-6.628507
5279-16,579.0,-8.15,14.745659,-12.045759,1.662783,29.355984,-11.514834,-1.322947,2.415885,-16.568855,-11.184652,,6.0,-15.550718,5.0,778.0,-15.491967,-13.043421
4934-41,615.0,28.72,13.156514,-6.041329,9.176298,-1.110276,6.181592,-1.553855,20.081006,-7.196865,-13.056474,7.675512,2.0,-5.851165,7.0,411.0,-46.891201,0.928471
5307-20,717.0,70.87,14.448278,-12.729551,-43.622767,5.077479,-9.68846,-1.395451,23.886921,-24.073791,-9.024512,-4.612768,5.0,-15.282017,5.0,755.0,16.572967,-12.76037
1290-22,778.0,95.5,13.898331,-4.446653,-21.060927,62.457024,0.850642,-1.17228,-4.674375,-20.788034,-7.962811,3.525665,4.0,-14.383554,3.0,944.0,15.84436,-10.57009
2177-,487.0,-61.25,13.434686,-9.747139,5.644493,56.127797,-12.738585,-1.028847,2.658222,-34.710332,-5.658701,-10.027631,4.0,-5.609979,6.0,574.0,-13.693573,-9.004245
6392-31,796.0,-6.21,14.637725,-0.24657,-0.316367,-22.502729,-29.485483,-1.357036,21.874054,-2.307934,-9.59746,11.32222,5.0,-7.425063,6.0,909.0,17.27161,-5.435255
5123-82,309.0,-125.35,14.95173,-5.707658,39.314381,41.549531,-12.943627,-1.670186,3.811241,-20.67282,-14.57105,-7.660594,4.0,-8.301187,6.0,778.0,5.450076,-9.41856
1522-71,599.0,3.54,13.651364,-8.077548,-22.599284,-7.13281,12.629246,-1.250917,-9.292688,-6.130166,-12.335093,-9.696115,4.0,-12.602743,4.0,864.0,12.11794,-18.345505
1308-29,539.0,3.21,13.055336,4.263727,-37.136491,8.07769,0.526578,,-6.145209,3.445492,-15.299143,-20.186608,5.0,-19.354737,6.0,594.0,-26.655175,4.773097
3763-56,594.0,-1.67,13.525037,5.528036,-23.39152,-18.419983,-4.626952,-1.593499,-14.578349,-1.923724,,-5.004177,4.0,-9.233281,6.0,854.0,26.377373,9.310551
3062-39,609.0,49.1,14.002177,-9.988418,-16.337942,12.748172,7.074748,-1.731291,,-10.656694,-9.525571,10.989624,5.0,-11.561728,5.0,621.0,2.685056,-6.616576
3370-56,547.0,-19.32,13.480366,-8.789412,-10.454345,16.707523,-7.496458,-1.424041,-20.505472,1.042014,-11.049427,-19.146072,4.0,-10.29334,4.0,737.0,2.922463,-3.422945
2910-46,519.0,129.36,14.14802,-11.340307,-20.679114,25.555558,-2.914339,-1.1699,-9.415926,-0.518764,-12.43293,-4.30536,4.0,-6.831196,6.0,764.0,9.39514,-6.970721
9114-75,507.0,108.11,14.443826,-20.067033,44.342551,-24.77856,-53.138354,-1.579672,-18.960255,0.593338,-10.806034,13.040872,4.0,-6.408866,5.0,751.0,-15.368204,-14.622134
2927-03,726.0,24.88,14.002093,-12.391708,-35.171198,21.366799,-25.129379,-1.759347,6.030748,13.107709,-11.11571,9.523417,5.0,-16.744149,5.0,698.0,32.179028,-8.045955
3143-44,565.0,33.62,13.325695,4.468624,-32.361049,30.303294,15.181258,-1.183583,-3.346684,-28.596682,-10.112875,0.896394,5.0,-7.061584,6.0,733.0,12.386825,-5.421967
1527-07,417.0,-59.54,13.149955,-10.014973,-13.320522,25.251822,13.197893,-1.385855,1.124851,-15.327657,-12.837446,1.029305,4.0,2.090805,7.0,928.0,48.343838,8.838224
6557-11,356.0,-76.93,14.941494,-4.880741,-31.099997,5.562039,0.943968,-1.799096,0.219929,-35.145267,-14.500105,4.09628,5.0,-0.528132,7.0,1096.0,-14.846836,-12.623388
2976-29,818.0,-27.94,13.050161,-3.328137,11.74231,-0.376729,0.934192,-1.480414,27.693126,-9.804835,-9.311064,-2.139667,6.0,-9.509022,7.0,842.0,13.529322,5.190465
6139-03,329.0,65.36,13.993862,-10.549067,-2.353188,21.861923,-10.12802,-1.135601,-1.415242,3.849696,-14.343209,-11.196664,3.0,-11.164127,5.0,522.0,-80.683236,-0.741929
