"id","code","b00","b01","b02","b03","b04","b05","b06","b07","b08","b09","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24","b25","b26","b27","b28","b29","b30","b31","b32","b33","b34","b35","b36","b37","b38","b39","b40","b41","b42","b43","b44","b45","b46","b47","b48","b49","b50","b51","b52","b53","b54","b55","b56","b57","b58","zip"
"5591-14","1000009","$765.35",19.082144,-0.567082,-55.616859,43.26362,-14.319981,26.060301,597.0,-6.017446,-0.027405,-7.26234,-1.047623,-0.629489,7.0,6.0,-10.986003,27.288968,40.775648,8.108358,-9.848874,-10.198816,"Central",43.88563,-2.146282,4.12737,851.0,-10.523464,11.27434,-3.882267,2.673079,-14.447265,-9.803033,-9.277676,-6.26,"Wed.","0.01",24.142383,-26.12516,15.116345,6.0,6.248015,17.897601,-12.498811,-22.137643,-1.612538,-23.686385,13.697142,-4.999764,-92.79,18.740297,-1.896165,0.106017,52.361988,-13.62935,-86.163705,-16.857078,-1.180013,11.298292,"April","93457"
"9623-97","1000005","$-631.89",-21.000041,-40.364241,-35.547115,-1.024648,-11.922369,11.126681,763.0,-1.637689,13.22958,11.243143,-0.764222,12.170228,5.0,7.0,-10.814927,5.179092,7.44945,-6.528835,-7.88401,-42.540121,"Central",24.196546,-0.864764,4.749093,787.0,-7.715397,11.630004,-5.040805,-0.158839,-20.133455,4.28034,-3.490379,46.76,"wed","0.01%",8.165464,-19.50219,-15.576918,4.0,1.684875,12.995791,-13.374831,-7.296602,17.324147,7.390931,8.140211,-12.134185,-33.23,7.149732,13.096843,-2.812589,32.518896,-19.347649,-59.831144,-10.713811,1.534227,6.468345,"Jun","00000"
"8831-40","1000002","2239.81",-28.884513,-0.326909,-22.4004,-3.926414,-9.659671,10.612935,518.0,11.858004,9.045598,-0.863075,0.076423,-21.394507,4.0,5.0,0.921526,-2.000546,20.57522,14.83054,3.457796,6.211789,"Central",4.410254,-2.238629,-0.881642,625.0,-11.33655,12.535473,6.590922,4.931567,-6.26666,-20.32262,-9.376307,43.73,"Thursday","-0.01",10.741032,-24.51708,-24.194481,6.0,-2.759521,2.848435,-12.926284,-12.723172,7.99152,9.694178,1.744677,-3.191546,149.83,1.878159,40.371144,-6.589812,15.866681,-20.010845,14.158863,-12.146313,-3.167027,3.372023,"jul","47438"
"1843-93","1000009","$ -120.59",2.023981,-39.413475,-43.534814,10.335919,-17.062495,0.978539,737.0,-6.450868,8.310777,-8.76933,10.376222,1.3822,6.0,7.0,10.808632,-22.615954,7.015961,-5.033554,-11.834356,4.487962,"Central",9.227923,-6.043946,8.272398,575.0,-3.565517,12.777257,-7.64403,1.575727,-1.635306,-18.968544,-5.856412,-43.32,"thu","-0.0%",13.954248,-7.396971,-12.380843,6.0,3.676234,3.831327,-13.797733,-15.628955,20.90943,14.114082,9.092077,-5.254108,-112.06,2.338773,79.514077,-8.781275,30.221927,-11.440216,-38.424788,-10.383206,2.417148,7.951945,"May","68789"
"9068-64","1000003","-1771.01",-11.788179,30.974862,-29.989816,52.453182,-9.996041,6.143594,741.0,-2.040481,13.579282,18.691215,-10.407479,11.331074,4.0,5.0,-9.928046,1.132714,12.150885,-30.460948,1.339062,-9.451483,"Central",-34.260416,-1.718404,5.500518,776.0,-9.736481,12.112347,-15.538784,-1.906494,-15.612459,11.25762,-3.798766,-11.69,"Wednesday","-0.01 %",23.540088,-9.715077,-1.257267,6.0,-4.30456,2.865613,-14.169087,-5.76599,5.439106,-13.921929,8.166262,-3.13632,49.3,11.89849,-29.403014,-7.093598,30.794363,-12.970749,-45.070283,-7.376832,5.033116,6.981619,"April","81301"
"4214-42","1000005","161.78",23.579587,19.667078,26.159511,12.625635,-10.987733,20.685023,484.0,-6.639491,8.695812,-1.903682,1.855021,-31.877417,5.0,6.0,-19.703041,4.820659,-11.076675,-26.982216,17.57316,-25.93742,"Central",-65.194119,-5.022178,5.812055,870.0,-7.075271,13.881976,-3.143018,4.237378,-22.649231,5.938426,-11.590984,-29.6,"Thu","-0.01",6.723315,46.839545,-5.400442,6.0,5.055771,5.79266,-15.423442,-12.212125,9.021599,27.357044,11.022993,-13.056527,69.56,37.923949,37.043531,11.106591,56.79761,-25.279485,14.22575,-11.853013,-1.857807,9.528302,"Aug.","08648"
"7300-96","1000003","-213.71",27.64693,-35.26118,-59.212118,-2.135096,-15.450881,10.872096,678.0,-9.498361,10.101361,1.825118,2.447315,42.241468,5.0,7.0,-12.717258,-5.17333,-3.088183,-8.267485,-2.796655,31.217844,"West",-7.588233,-4.513633,3.579505,797.0,-17.276825,10.851527,4.762426,8.424825,-16.156517,3.129303,-4.989477,-22.36,"wed","-0.01%",9.763225,8.874279,-27.827909,7.0,0.385608,-11.610798,-14.391979,-11.878331,6.849874,-0.169471,21.493138,-6.488694,-74.1,-4.787291,39.945937,-4.080857,-10.121404,-14.679117,-32.943579,-7.853328,-0.862655,10.09421,"August","99999"
"5633-","1000009","$-1403.09",18.218381,44.853651,38.220844,15.351772,-3.13389,21.579098,643.0,-3.369177,11.102426,5.682232,4.845014,3.385236,5.0,8.0,-3.009945,15.55395,33.029483,14.337741,13.161146,53.55986,"Central",-5.772573,-3.086941,5.484615,1219.0,-6.512066,11.502247,11.55469,6.131699,-13.501713,-4.465877,-2.612863,-20.41,"Wed","-0.02%",-0.161,-23.765839,3.692914,6.0,-1.410879,-11.666082,-13.094461,-11.037514,12.066832,17.12308,20.068047,-17.287733,34.01,-38.058222,27.473188,2.168777,36.459965,-0.885561,27.003485,-11.884959,1.059913,6.689425,"Jun","15214"
"8278-45","1000009","$ -1133.09",26.536724,-10.359092,50.242721,-12.924884,-0.626028,10.033654,445.0,-4.503744,4.960991,7.758839,-3.329063,-2.888595,7.0,7.0,29.999628,14.163359,15.636209,2.001799,15.627131,-22.999752,"Central",26.35056,-2.956379,4.704861,1408.0,-5.647518,12.038391,-12.12883,0.426192,-24.640911,-10.724459,-8.373329,52.03,"thu","0.02",21.613791,-37.200715,1.307333,8.0,-4.399541,-11.447199,-14.986145,-13.862431,10.47692,17.353798,13.921287,-7.090455,-12.55,-16.467908,-25.770993,-4.764898,6.391683,-13.571984,-19.539825,-13.128039,-2.91602,6.320837,"jul","36076"
"9735-45","1000009","640.45",-28.244044,67.042198,-13.146418,10.432334,-4.575354,24.137794,697.0,-7.660772,8.018608,-2.003871,-19.634995,4.007537,5.0,8.0,3.783673,-5.597744,8.096489,8.150438,25.753591,23.339946,"Central",-40.17219,-1.313258,8.876102,851.0,-4.036351,9.604921,-11.461368,-5.930904,-16.971454,-14.031411,-4.764037,9.37,"Tue.","-0.0 %",7.876599,-7.549701,-21.563664,7.0,-0.025795,-0.869,-14.24154,-14.283893,9.733999,-0.849447,9.270873,3.344859,41.2,7.378867,27.207199,-7.140464,13.037773,-10.804597,-59.007771,-11.002488,1.598461,8.129231,"jul","36912"
"6566-66","1000003","-243.17",0.160368,49.459776,22.037509,50.654234,-9.513218,12.679296,758.0,1.190983,8.791443,5.646521,1.818273,-35.445991,6.0,7.0,12.924571,-25.653156,-15.235946,-2.564329,17.546553,6.467649,"Central",-5.864957,-1.322486,8.955981,644.0,-1.411645,12.926775,-24.456431,3.557953,-22.674363,6.360178,-8.420243,61.47,"wed","0.0%",15.351921,-20.807957,-12.295594,7.0,2.122798,-8.997191,-19.682912,-15.316803,9.857781,1.813047,15.591886,-11.231644,54.4,4.269064,-3.954685,-2.796054,24.941855,-14.675526,-128.938777,-12.324594,-0.504071,7.76799,"jun","11939"
"7014-58","1000003","187.96",-42.177902,-21.709913,17.240488,-8.573193,-18.859858,-1.792625,825.0,-9.98768,12.972807,-17.115573,3.045894,49.286777,5.0,6.0,-11.56941,18.358843,0.272743,8.555466,-46.130193,22.08898,"Central",21.170777,-4.644504,-0.604505,508.0,-8.651458,10.766,-10.077276,-0.717588,-16.08649,7.586155,-11.210109,-62.94,"thu","0.02%",15.858606,-18.965677,-15.64857,5.0,-3.204716,-19.371221,-13.976596,-11.534422,9.70614,2.294703,15.70039,-8.609072,-102.11,-14.771763,5.526905,-5.040779,98.159647,-18.553535,-70.872144,-6.300167,-0.358588,5.948887,"apr.","37803"
"5661-98","1000005","-757.66",17.85303,-8.18876,-30.148289,26.166615,-14.524922,17.164511,728.0,-8.830074,5.435123,-2.945682,5.523527,-2.81215,5.0,8.0,11.846594,-12.946342,5.092212,-28.935588,19.894158,14.693777,"Central",26.344218,-4.461992,6.630724,928.0,-8.372297,13.364286,-17.221185,8.028239,-18.886231,2.474434,-11.131615,-37.29,"Thursday","-0.0%",11.9262,-42.986921,-8.894971,5.0,0.940061,7.247116,-13.128189,-15.480956,4.857093,41.045704,8.854742,-3.56814,1.56,26.229684,22.252883,-8.171151,-60.549083,-10.284602,32.324631,-7.862417,-1.575459,6.000396,"May","31055"
"6481-02","1000009","192.81",31.082077,35.996821,0.829316,26.887545,-14.626118,5.929195,653.0,-3.007514,8.261891,13.889918,-2.67535,6.714164,5.0,7.0,0.72039,-24.772937,-9.736217,-15.076093,37.522601,38.251221,"Central",33.880222,-2.733409,6.035449,794.0,-7.099353,13.021889,-6.439669,-2.070428,-26.293286,21.673142,0.851629,33.1,"thu","-0.01",20.054253,5.307605,-12.880383,5.0,-3.708535,17.75826,-14.573976,-20.788937,4.468302,36.860789,17.831365,-4.897834,24.33,-2.051925,48.051188,-17.233036,-5.211511,6.022481,-78.662905,-11.005477,-0.358636,7.918849,"jun","59056"
"1786-53","1000003","$-1912.76",31.774471,15.171972,-45.258192,2.464124,-2.286085,-1.962125,870.0,-1.569682,9.465575,11.546624,7.680082,-27.772752,5.0,9.0,-0.214611,-17.581163,1.041849,-30.743621,-16.902238,21.668836,"Central",27.094207,-2.261233,3.998909,1116.0,-7.021087,14.865395,5.276967,1.362752,-17.043805,13.050585,-9.539716,-139.25,"wed","-0.0%",12.751072,15.775963,-10.729335,5.0,-5.186703,-14.986848,-15.544914,-12.763172,7.71183,-19.455415,18.279398,-2.726998,-50.17,31.567519,-1.492018,1.926239,-23.028016,-8.70363,71.411242,-14.057552,-0.661575,13.158223,"Sep.","40885"
"2441-28","1000002","$-202.6",-26.096891,-36.526658,23.190753,7.21919,-7.726614,1.888401,750.0,-7.622125,2.532249,13.766873,3.371327,18.689826,6.0,5.0,3.458409,42.79687,18.715907,-9.043988,30.696116,22.742933,"Central",6.471636,-2.584466,1.820357,1089.0,-5.1678,8.961487,-21.389876,3.398664,0.395355,8.08712,-5.102013,5.16,"wed","0.02%",14.359808,-28.208132,-11.695192,6.0,-4.199337,-5.266062,-10.784141,-17.435901,16.686202,-9.335529,9.102951,-15.01554,-41.48,-6.429906,-62.660557,5.959759,42.552811,-21.495558,-23.972871,-12.768241,-2.510896,9.361038,"jul","58646"
"2581-60","1000005","$-452.19",30.472617,-28.59003,68.169225,15.277924,-13.595114,0.073126,642.0,-6.984054,7.878934,6.703975,-2.779033,1.71475,4.0,4.0,-2.651303,-16.111844,-20.921854,-11.085624,-13.33333,-9.894667,"West",-68.032268,-3.748092,4.946335,1024.0,-1.27139,10.187655,7.788251,4.266585,-23.437711,-2.249608,-7.533196,-51.3,"wed","-0.01%",13.917418,-28.704115,-15.222206,6.0,-3.258061,1.848451,-12.461966,-12.593816,7.401083,23.541822,21.981386,-10.882055,47.34,-12.471009,11.534029,-0.630911,-5.98199,-21.796633,3.29214,-10.24125,-2.830303,7.859906,"oct.","33329"
"2814-14","1000003","$ 294.63",7.783956,-56.106319,58.942017,15.84991,-14.707198,25.695216,543.0,-2.811848,5.666722,0.316066,-1.513053,-6.096295,5.0,6.0,-3.205754,-0.839941,-15.113939,15.561656,7.861453,8.045253,"West",-52.496058,-3.038062,2.787794,954.0,-5.377405,12.413614,-8.325004,7.113897,-7.278265,31.703584,-7.771478,-14.61,"thursday","-0.01",16.059351,-17.992613,2.382068,8.0,-0.892707,22.691986,-17.478951,-13.627433,5.485489,2.812277,16.170838,-12.108329,-6.19,-6.108326,21.180832,-17.298397,58.465195,-1.166209,-59.179164,-7.637601,-1.008221,7.920425,"september","99999"
"9898-65","1000008","-299.65",10.581609,4.70203,15.69563,24.46528,-7.12806,9.332942,733.0,-4.272812,12.67663,0.07331,0.535108,-7.746458,6.0,5.0,-6.476282,-61.039332,-29.915986,-18.234306,6.686786,3.780175,"West",27.610861,-1.520745,-1.769435,888.0,-3.748055,10.167429,4.700033,0.515336,-16.136871,32.419501,-8.438854,-96.95,"Wednesday","0.0",20.837655,-19.577756,3.602989,5.0,-3.706301,-12.162953,-12.875744,-14.196242,8.627873,12.243245,9.041337,-5.051291,-135.19,36.708886,64.959875,20.043925,-39.934632,-6.253894,-12.634002,-7.663213,-1.322026,12.543613,"August","99128"
"7329-67","1000002","985.45",-55.698211,-53.714681,-9.603299,-14.058515,-9.910912,14.438723,590.0,-1.231623,10.10916,-11.867863,0.489829,26.129285,6.0,6.0,2.277694,3.33842,1.929166,18.436993,10.804945,-9.900157,"Central",13.841678,-0.758569,4.378696,987.0,-8.839969,9.20398,0.670193,-1.614153,-14.715354,3.931015,-12.765842,-1.09,"wednesday","0.01",3.520608,-3.288163,0.775863,4.0,0.101547,10.117462,-11.302717,-13.648159,12.462172,28.556206,12.916539,-10.143245,-32.15,-14.259734,31.090827,-11.305075,-46.570806,-13.455925,9.416339,-12.152382,2.842218,8.752846,"May","29078"
"8955-23","1000003","$ 232.74",7.030376,-45.982397,-41.560205,11.996291,-2.75611,10.392582,788.0,-4.966672,3.315564,4.817868,4.491524,1.688175,6.0,6.0,10.054049,-1.269918,9.904925,-14.776137,5.769338,-23.100475,"Central",26.3931,-2.44434,3.794988,815.0,-8.601471,8.719881,-8.46193,-2.491931,-8.343901,-1.687997,-7.785991,-38.08,"thu","-0.0",11.51421,10.293211,-18.39848,7.0,-6.014607,2.914029,-13.99489,-16.423986,2.581372,-17.117982,17.946681,-5.420634,20.27,10.949747,-22.933711,-13.220461,53.552173,-15.60628,-11.140271,-11.201832,1.530847,2.11993,"jun","50729"
"8837-52","1000003","40.11",27.41542,43.163592,-18.765102,18.925173,-12.319253,7.360122,659.0,-10.352438,10.495165,17.810641,3.791882,-17.901792,5.0,8.0,-26.331046,7.114504,4.910796,0.737225,10.689672,21.441075,"Central",56.044083,-6.127559,0.717576,1137.0,-3.656598,11.737544,8.174405,-1.911299,1.131815,11.346364,-7.702239,-18.85,"thu","0.0",14.704329,-32.183825,1.53297,6.0,-3.911678,6.386971,-11.768101,-14.405164,16.232635,29.128467,2.380683,-11.72169,29.86,18.405397,-30.568587,-13.600669,-21.408054,-17.696481,45.161874,-16.840591,-0.960203,4.586844,"August","43424"
"8429-88","1000001","$-1498.58",57.44548,-67.579499,-9.822226,4.262865,-12.183458,8.397492,475.0,-6.908331,14.644857,-19.642727,-2.858778,29.621047,5.0,5.0,-39.748446,-58.426707,-1.557802,-4.401305,-13.509198,-8.689172,"Central",-23.522026,-3.149983,5.803368,690.0,-9.844737,11.211838,-13.2884,-1.880088,-6.977791,-6.612558,-11.557619,-111.53,"Thu","-0.01",9.377135,20.813637,-0.396691,6.0,3.058262,16.686889,-12.163079,-3.697848,-3.17631,-4.836547,11.015704,4.341898,-66.31,15.597365,111.858637,15.876259,66.047523,-7.069031,80.974739,-12.398439,-0.815843,6.188146,"May","68964"
"8873-33","1000002","1897.38",-13.901747,2.451491,-25.597739,5.754127,-7.886746,16.251537,718.0,-3.562647,7.964957,-10.936136,1.48724,-10.489487,8.0,8.0,8.850233,5.643858,11.981141,-12.593189,-6.609757,3.763897,"East",41.817398,-3.36083,1.09187,662.0,-4.337579,12.985726,-22.993856,3.046092,-3.179458,14.192885,-3.488203,-50.39,"Wednesday","0.0 %",24.82529,14.016755,-25.282472,3.0,-2.398076,16.788956,-14.994681,-15.94329,5.031298,-31.96376,7.819039,-2.025666,6.93,-27.54997,13.356347,6.19645,-48.868068,-0.699549,68.072667,-11.466539,-1.141698,9.025182,"jul","64819"
"1413-71","1000002","-373.74",-22.297865,-4.912089,3.308313,26.998767,-6.135353,18.340956,414.0,3.260171,12.059868,5.292285,8.469953,11.57802,6.0,5.0,-16.869565,-30.26591,-0.262795,5.3896,19.242757,-5.959902,"Central",13.603205,-3.0699,1.592038,980.0,-6.676734,12.431638,16.310041,2.87525,-7.927708,-24.029906,-10.375322,31.6,"thu","0.0",8.876994,-4.383931,-29.414426,8.0,0.148983,-3.171274,-16.154445,-10.049344,13.534446,16.162237,14.897598,-8.397105,-65.56,-3.439948,10.817065,20.798035,20.150375,4.03935,-129.054264,-12.817461,-2.434708,6.789335,"May","44633"
"4825-83","1000001","-596.85",-7.131456,-37.483266,13.407058,42.38161,-12.792803,15.230446,754.0,-4.295264,4.490624,3.034352,-2.700669,7.649904,5.0,6.0,-9.222758,6.576658,1.252046,-8.521691,-18.955469,19.058525,"Central",-4.484922,-4.951556,1.814482,868.0,-5.619666,8.573014,-3.062239,2.817377,-3.646902,4.650613,-0.106955,-13.37,"wed","0.0%",21.941436,-27.007781,-18.48444,5.0,-1.111875,-12.73084,-10.211124,-10.928715,4.875629,34.470572,17.143962,-12.16587,2.82,-29.63514,-31.617405,-4.492689,42.428135,3.350905,-33.883402,-9.536425,7.026087,3.373476,"jul","67462"
"1647-43","1000008","$1508.36",-74.61241,-13.632798,-62.705451,23.110274,-9.236437,10.830252,747.0,-8.351054,5.954893,4.916029,-0.086216,19.857083,6.0,7.0,-47.742538,14.544853,10.227027,-22.644182,-8.492045,40.592694,"Central",-35.241453,-3.946549,6.780143,315.0,-6.477936,10.933177,0.759594,7.626481,-7.303718,34.691824,-7.321831,5.19,"Wed.","0.01",1.186831,6.201705,-15.564603,5.0,-0.82608,-1.363902,-11.465167,-20.124614,13.74325,3.688763,13.084261,-10.3867,56.18,12.453461,-5.784772,5.944936,130.760166,-28.071589,-34.104776,-13.272443,-2.012063,2.930792,"Jun","22398"
