id,y
7118-50,0
1761-18,1
9569-84,0
2775-03,0
4264-66,0
9695-93,1
6285-58,0
1334-55,1
5413-6,0
1284-87,1
2953-1,0
3859-49,0
2347-27,0
5915-64,0
1440-20,0
2623-50,0
9552-46,0
9286-16,0
3835-22,0
5280-0,0
4660-01,0
6376-70,0
5315-95,0
3783-52,0
4204-58,0
5778-59,0
7153-12,0
2419-39,0
9248-06,0
5564-46,0
4342-39,0
3207-57,0
5237-80,0
6359-19,0
8244-0,0
6410-06,1
4334-70,0
4603-62,0
3361-58,0
1741-15,0
2952-20,0
9284-61,0
8817-15,1
5088-55,0
5329-82,1
1291-24,0
1546-36,0
9499-73,0
2785-4,0
1015-76,0
9638-68,0
7014-76,0
6056-85,0
4942-52,0
9882-78,0
1679-07,0
4291-0,1
7009-43,1
1313-30,0
8954-89,0
3571-77,0
4124-11,0
3647-65,0
7360-43,0
2359-74,0
7901-49,0
5508-78,0
4329-23,1
8443-09,0
1438-78,0
7656-16,0
8308-26,0
2754-13,0
1450-96,0
3441-55,0
4171-9,0
4240-69,0
2062-79,0
3466-41,0
2600-7,0
9093-4,0
3252-85,0
5011-49,0
9243-64,0
9040-48,0
4065-29,0
8229-92,0
9876-10,0
3463-7,0
2179-81,0
4900-40,0
2625-56,0
4909-13,0
8274-96,0
8869-59,0
9658-99,0
9284-01,0
1117-36,0
3401-82,1
4052-87,0
4025-45,0
5769-43,0
8551-67,0
2616-89,0
3669-72,0
6172-11,0
3006-90,1
4765-06,0
1075-29,0
8048-17,0
7934-68,0
4186-72,0
9470-76,0
7643-99,0
4295-41,0
2846-21,0
6973-7,0
2182-23,0
7518-79,0
8069-67,0
9789-51,0
9131-19,1
3372-15,0
4320-65,0
7803-75,0
9558-44,0
8270-39,0
1119-61,0
5043-98,0
3251-16,0
6326-67,0
2239-01,0
4836-81,0
2064-4,0
3471-96,0
3892-36,0
5693-87,1
6170-31,0
5813-19,0
7970-62,0
8402-58,0
2668-94,0
8576-39,0
7300-63,0
4229-76,0
6778-04,1
8776-01,0
8207-43,0
2081-17,0
9789-81,1
8578-24,0
7524-47,0
5902-30,0
4626-41,0
1696-98,0
1520-37,0
7383-86,0
7341-15,0
7597-49,0
6316-69,0
8575-96,0
5721-11,0
9518-28,0
7227-17,0
7466-14,0
6102-05,0
9729-1,0
4106-44,0
5387-3,0
6049-71,0
9131-39,0
1387-19,0
2860-21,0
5359-25,0
4163-63,0
2043-29,0
8391-82,0
8885-35,0
4675-33,0
7664-74,0
7344-78,0
7375-8,0
8146-28,0
6600-24,0
8831-71,0
4435-6,0
3596-98,0
5296-31,0
1458-64,0
8674-84,0
7123-38,0
4044-73,0
5025-01,0
2452-50,0
1787-21,0
4901-85,0
2510-22,0
5071-28,0
6605-02,0
3469-72,0
4686-57,0
6909-28,0
8995-38,1
2805-98,0
6751-58,0
4268-18,0
2085-63,0
3420-06,0
7865-60,0
1671-56,0
2717-82,0
5006-14,0
3558-66,0
2799-72,0
9848-35,0
4728-19,0
4709-23,1
1142-40,0
4445-05,0
5331-34,1
6869-9,0
1426-53,0
3767-31,0
7295-42,0
1823-82,0
8495-51,0
8206-5,1
2229-04,0
2427-29,0
5002-33,0
8803-38,0
6539-06,0
9285-04,0
2635-42,0
1131-11,0
5820-04,0
7710-52,0
3379-82,1
8607-00,0
4472-74,0
5606-7,0
6466-73,0
3020-21,0
4170-36,0
1320-51,0
9932-50,0
1010-53,0
4972-82,0
9950-61,0
4745-18,0
6228-11,0
8305-3,0
9252-35,0
6726-99,0
6480-48,0
5447-81,0
7520-85,0
1665-61,1
9287-9,0
4875-32,0
7640-02,0
8452-84,0
2027-53,0
8946-00,1
2636-13,0
7296-90,0
5083-53,0
1854-80,0
1146-85,0
1711-53,0
1190-10,0
5194-63,0
8222-15,0
5749-64,0
3259-47,0
9635-93,0
9620-28,0
9486-05,0
4336-13,0
9846-14,0
7397-70,1
4723-38,0
9838-94,0
2066-48,1
8035-49,0
5358-19,1
8924-20,0
1178-72,0
4321-30,0
6263-52,0
7655-56,0
4903-35,0
6222-45,0
8071-13,0
7842-01,0
6866-95,0
2958-88,0
8345-99,0
1365-86,0
6079-0,0
3400-17,0
7422-74,0
4032-10,0
4065-91,0
5302-39,0
6559-44,1
9702-86,0
6487-55,1
1325-10,0
3812-82,0
8202-46,0
3904-2,0
8065-42,0
2653-38,0
6096-05,0
8268-08,0
6926-19,0
6688-49,0
3047-,0
1857-9,1
6590-39,0
7106-86,0
9752-32,0
2883-56,0
9156-44,0
3655-06,0
6639-41,0
5143-85,0
4943-80,0
4810-3,0
3208-93,0
8502-96,0
4523-6,0
3950-68,0
5225-15,0
2705-58,0
6585-55,1
6259-10,0
3084-90,0
2087-43,0
5442-7,0
4326-49,0
5634-79,0
4100-71,1
9190-22,0
4336-41,0
5098-29,0
1053-15,0
1750-53,0
9947-8,0
7212-86,0
2419-6,0
6319-64,1
5903-26,0
9958-41,0
4260-29,0
9380-4,0
1244-27,0
1054-07,0
2407-18,0
5045-71,0
5222-05,0
6651-,0
4540-82,0
8662-50,0
3971-41,0
2261-93,0
6077-99,1
2621-23,0
9405-45,0
8435-42,0
3680-11,0
2623-06,0
4926-4,1
4436-98,0
6000-82,0
5655-06,1
5391-26,0
7279-84,0
4301-69,0
1671-35,0
1883-44,0
2212-66,0
3856-22,0
1149-7,0
3757-6,0
8523-90,0
8575-54,0
8374-51,0
8026-97,0
6659-98,1
5567-25,0
8411-59,0
7684-46,0
1996-50,0
2434-48,0
9490-31,0
4990-90,0
8976-48,0
4327-69,0
6111-56,0
5410-0,0
5841-81,0
5898-86,0
7134-04,0
1631-71,0
1626-60,0
8490-55,0
9743-51,0
2319-55,0
8876-84,0
1236-68,0
6636-77,0
3867-92,0
9762-91,0
6993-32,1
6934-88,0
3149-2,0
7217-14,0
3986-26,0
5452-58,0
8297-90,0
3300-41,0
7780-02,0
4018-52,0
5481-81,0
4532-75,0
3318-28,0
9897-03,0
3072-21,1
7558-83,0
4014-07,0
8933-86,0
9879-04,0
6651-29,0
2211-32,0
7060-20,0
3640-23,0
1506-85,0
4112-15,0
3947-50,0
4963-05,0
1171-60,0
5981-74,0
4896-80,0
2592-62,1
5033-90,0
6312-22,0
1548-47,0
8511-44,0
4135-64,0
4501-57,0
3071-94,0
6011-19,0
2162-85,0
2598-08,0
6537-38,1
5662-17,0
3805-93,1
6223-01,0
3296-98,1
3479-69,0
7668-66,0
9641-8,0
9105-00,0
1846-85,0
3207-61,1
7006-76,0
7019-39,0
9852-72,0
4348-58,0
6979-96,0
5148-02,0
1971-05,0
7304-68,0
3742-88,0
3208-98,1
3947-18,0
4323-74,1
2311-39,0
9653-28,0
4069-66,1
6822-51,0
9396-80,1
6463-58,0
3089-31,0
9361-62,0
9571-18,0
1801-94,1
6958-23,1
9857-,0
7936-11,0
4784-93,0
5175-05,0
1257-19,0
2264-53,0
7021-9,0
7025-93,0
3483-99,0
5158-46,0
9024-96,0
5044-31,0
9874-82,0
8244-11,1
1590-74,0
4254-26,0
1239-00,0
6390-08,1
2220-84,0
7091-01,1
3515-88,0
5803-97,0
1837-98,0
6602-43,0
9774-31,0
3247-07,0
9509-40,0
5014-73,0
6979-34,0
3092-09,0
6972-60,0
1684-80,0
1959-36,0
8668-66,1
3467-41,0
9246-77,1
4106-62,0
3089-7,0
6600-48,0
6363-3,0
5432-18,0
5878-93,0
2679-81,0
9895-69,0
1360-4,1
1124-40,1
7243-04,0
1434-92,1
9828-67,0
7698-09,0
3444-90,0
8775-91,0
5715-34,0
1199-75,0
5279-16,0
5738-08,0
2431-28,0
2832-01,0
1116-72,0
9291-87,0
6534-76,0
8334-16,0
1397-04,0
7960-12,1
2999-56,0
8896-78,0
2814-01,0
2390-46,0
7671-87,0
5697-54,0
7325-12,0
4988-81,0
5858-99,0
3870-70,0
9940-64,0
5554-70,0
6911-37,0
3520-42,1
7775-21,1
7334-,0
5583-87,0
7990-38,0
2938-7,0
6392-52,0
1471-69,0
1959-16,1
3685-89,0
3860-21,0
7624-04,0
1509-75,0
5187-36,0
4642-53,0
3993-26,0
9062-90,0
6956-85,0
1344-06,0
6465-72,0
3623-49,0
6713-16,0
6115-71,0
1936-19,0
8057-68,0
2808-32,1
7094-31,0
3584-89,0
1191-50,1
1279-09,0
7269-4,0
1104-36,0
4988-54,0
1042-67,0
2206-05,0
7124-90,1
8629-19,0
6451-54,0
5663-13,0
3751-56,0
9442-64,0
3235-25,0
6986-80,0
9350-31,0
2406-48,0
9119-80,0
5845-4,0
8497-58,0
7188-83,0
2471-2,0
1436-17,0
9259-77,0
6506-26,0
6082-32,0
6330-86,0
5901-57,1
4092-20,0
1129-40,1
1767-74,0
9311-4,0
1266-2,1
7160-40,0
9908-40,0
6440-12,0
5830-48,0
1473-66,0
5775-51,1
3893-4,0
4829-57,0
6556-77,0
5827-24,0
2130-48,0
7214-69,0
8677-94,0
9105-47,0
1145-43,0
8824-10,0
5033-96,0
6580-15,0
4048-66,0
3066-01,0
5213-7,0
6356-98,0
3389-73,0
3482-42,0
3451-61,0
9150-66,0
5912-09,0
5898-91,0
8380-89,0
8202-67,0
4385-11,1
8870-4,0
2207-92,0
2574-74,0
8972-07,1
7582-03,0
9019-7,0
5473-33,0
2884-79,0
2585-88,0
7717-56,0
1196-79,0
8623-31,0
9376-,0
4643-50,0
4851-3,0
6953-98,1
9787-1,0
4525-76,0
6892-5,0
9414-37,0
19-,0
3261-03,0
3883-99,0
1923-28,0
8553-69,0
5332-80,0
6829-82,1
2759-05,0
3897-99,0
3946-11,0
3364-44,0
1701-98,1
1549-59,1
9682-8,0
9012-04,0
6348-01,1
4502-31,0
4403-28,0
4790-46,0
8248-59,1
6003-69,1
5313-48,0
7424-01,0
4452-19,0
1344-03,0
6050-33,0
7017-0,0
1657-04,0
4797-30,0
9016-95,0
6711-52,0
2309-58,0
7169-78,0
6621-2,0
4913-5,0
8587-88,0
4484-97,0
6142-8,0
5370-71,0
1765-41,0
9605-78,0
3104-12,0
1654-00,0
2177-84,0
7772-37,0
6913-05,0
4619-07,0
9164-6,0
3258-28,1
6854-47,0
6567-89,0
8398-01,0
4540-92,0
2787-10,0
8500-54,0
4391-75,0
4768-80,0
2634-59,0
3824-25,1
6627-25,0
5448-74,0
5017-7,0
4305-08,0
3357-15,0
7468-54,0
5354-74,0
2930-1,0
5489-56,0
8821-62,0
6011-54,0
5580-14,0
1135-68,0
9081-94,0
9916-19,0
7402-68,0
7220-87,0
1371-99,0
6560-28,0
3178-76,0
5243-0,0
7062-88,0
8787-89,1
9359-94,0
1808-53,0
3912-65,0
5351-69,0
7260-82,0
4464-83,0
2786-91,0
1196-30,0
8225-74,0
1721-5,0
2344-86,0
8474-94,0
9402-,0
4346-00,0
1921-03,0
1166-07,0
8006-94,0
6732-28,0
3537-45,0
4014-25,0
3174-80,0
9896-33,0
6952-88,0
2529-07,0
3476-2,0
8810-97,0
6260-4,0
1940-37,0
5084-71,0
7757-7,1
1992-91,0
4511-33,0
9759-8,0
9385-52,0
9075-18,0
7052-60,0
5497-1,0
6197-36,0
8556-13,0
7623-72,0
6139-03,0
9725-16,0
1512-38,0
4269-57,0
3668-85,0
3089-21,0
3250-21,0
9916-90,1
4677-0,0
8029-94,0
9247-84,0
2762-54,0
2886-65,0
4791-67,0
3287-99,1
6458-14,1
9502-38,0
2202-73,0
3899-74,0
9295-19,0
2485-43,0
6059-96,0
3493-76,0
2089-8,1
5965-18,0
6744-91,0
4952-71,0
3024-4,0
9469-21,0
6909-38,0
7312-09,0
3270-67,0
1062-14,0
7663-15,0
9551-60,0
7783-1,0
7812-53,0
4704-98,0
4389-60,0
1890-01,0
8496-53,0
9686-40,0
1035-65,0
1115-16,0
6065-31,0
7747-83,0
5606-49,0
3072-36,0
9067-78,0
7503-49,0
8519-35,0
2220-38,0
5237-86,0
4459-49,0
2290-17,0
6829-08,0
6750-70,0
4005-51,0
1226-3,0
3387-56,0
6367-94,0
7826-75,0
7859-04,0
7104-6,1
6965-31,0
1245-41,0
6145-28,0
2921-65,0
3616-35,0
8267-71,0
7511-39,0
6117-48,0
7636-45,1
6220-19,1
2774-45,0
5442-93,0
7259-96,0
7136-68,0
6962-37,0
1735-56,0
6884-59,1
1049-37,0
8841-3,0
3400-81,0
7358-18,0
2274-39,0
3507-89,0
2867-55,0
1006-23,1
6598-55,0
3780-69,0
5706-19,1
9064-44,0
6160-96,0
9408-92,0
7326-01,0
2659-29,0
4422-49,0
7360-17,0
1738-85,0
5923-56,0
1094-42,0
5173-95,0
6738-53,0
8274-22,0
1002-88,0
3341-84,0
1001-77,0
8974-41,1
6522-22,0
9465-06,1
3622-51,0
2205-65,1
3151-99,0
2597-00,0
8155-78,0
9663-66,0
6285-10,0
3234-13,0
4442-76,0
7913-2,0
1192-11,0
4220-05,0
8139-23,0
8637-38,0
1038-8,0
7738-44,0
2662-66,0
4890-82,0
3807-44,0
8333-34,0
7349-14,0
1925-12,0
9536-61,0
3173-87,0
2177-,0
7584-82,0
5062-9,0
4308-51,0
9371-77,0
1386-70,0
4600-2,0
4420-3,0
8187-,0
1680-88,0
8845-68,0
9626-28,0
9322-18,0
9582-97,0
3817-33,0
9068-6,0
2036-6,0
5483-85,0
9700-07,0
4496-30,0
2462-10,0
8509-75,1
7148-36,0
9312-48,0
6517-15,0
7803-44,0
6156-32,0
7973-50,0
5415-48,0
3793-87,0
2022-31,0
3129-6,0
6276-28,0
7114-1,0
8613-0,0
6622-35,0
5005-08,0
3749-69,0
8357-21,0
9974-30,0
7257-07,0
1568-72,0
6908-5,0
1059-82,0
8483-04,0
8961-22,0
1119-44,1
3539-57,0
8452-96,1
8610-89,0
5506-53,1
2998-85,0
6330-66,0
8410-52,0
6557-11,0
4441-0,1
2900-10,0
5041-40,0
1224-49,0
5697-90,0
9403-38,0
7047-62,1
6836-49,0
9958-9,0
3145-66,0
6941-31,0
6312-1,0
8219-43,0
4269-24,0
1844-75,0
8516-33,0
3366-17,0
8560-01,0
8220-34,0
4114-62,1
6548-33,0
8434-78,0
9614-5,0
3195-46,0
6047-96,0
4856-17,0
9844-94,0
6331-23,0
9487-25,0
2587-09,0
1917-34,0
7784-44,0
8480-9,1
1087-68,0
3410-35,0
4118-33,0
7904-29,0
5052-29,0
9431-92,0
5614-04,0
8583-80,0
1536-7,0
1626-75,0
3165-18,0
4687-16,1
3127-26,1
9113-46,0
4613-75,1
7948-01,0
6017-15,0
9248-17,0
6685-11,0
2293-07,0
4949-19,0
6525-98,0
9166-62,0
6618-09,0
4447-36,0
9000-51,0
9878-84,0
3914-03,0
1998-49,1
5909-45,0
4263-57,0
4354-3,0
5293-71,0
8420-12,1
6084-13,0
5042-78,0
5047-29,0
8056-49,0
8477-23,0
6405-84,0
3110-03,0
3827-62,0
3758-05,0
3644-38,0
7073-20,0
4422-26,0
2101-5,1
8228-47,0
9768-41,0
7564-30,0
9524-46,0
4147-03,0
3461-73,0
1898-66,0
2925-20,0
9214-96,0
4277-18,0
1392-53,0
3927-67,0
2976-31,0
9485-0,0
6372-13,0
7125-55,0
2945-60,0
3056-82,0
3445-70,0
1114-60,0
7128-1,0
9987-06,0
4307-38,0
8637-92,0
2374-09,0
2828-4,0
1736-7,0
3813-47,1
3278-50,0
7900-86,1
7329-37,0
7354-35,0
1565-66,0
1982-26,0
7057-9,0
6379-65,0
2765-,0
3987-8,0
5647-52,0
9138-01,0
4591-86,0
2189-69,0
6871-81,0
2292-65,0
4942-90,0
2727-51,0
1137-64,0
5283-33,0
1824-17,1
3101-55,0
6443-39,0
3327-0,0
8484-42,1
7314-01,0
3694-33,0
1786-90,0
4341-38,0
9186-70,0
7697-31,1
1486-45,0
6335-9,0
3441-98,0
1444-07,0
2793-5,0
9196-76,0
9142-23,0
9288-63,0
7802-93,0
1706-97,0
7560-19,0
8901-6,0
9124-54,0
3797-42,0
7554-26,0
9254-21,0
2003-02,0
2835-46,0
8078-28,0
4709-28,0
9861-33,0
6766-95,0
9004-22,0
2877-49,0
3834-93,0
6738-49,1
8322-64,0
1719-30,0
6771-20,0
5349-27,0
4354-29,1
2694-3,0
7977-91,0
9749-35,0
6202-36,0
9795-74,1
4359-49,0
6157-28,0
3993-54,0
4644-29,0
3176-48,1
7784-37,1
6270-13,0
9869-91,0
2277-14,0
1577-00,0
6051-30,0
6323-6,0
5786-8,0
7203-22,0
1567-51,0
9471-93,0
6497-37,0
7915-79,0
3224-69,0
2144-37,0
7724-05,0
6826-12,0
2456-53,0
1844-94,0
9315-84,0
7440-90,0
3931-67,0
5868-7,1
4760-13,0
5783-53,1
1927-46,0
1516-,1
1117-91,1
3710-72,0
2731-54,0
1308-20,0
9249-85,0
4731-3,0
4498-14,0
1968-89,1
3583-20,0
5763-62,0
2114-56,0
2926-38,0
6357-79,0
4230-77,0
9173-03,1
2564-77,1
8350-31,0
1956-87,0
7312-41,1
2275-33,0
7305-95,0
3916-66,0
3811-24,1
2835-07,1
1709-34,0
6559-48,1
1187-85,0
2761-32,0
1497-07,1
9260-8,0
9935-00,0
5441-8,0
3168-73,0
4146-63,0
5389-4,0
1980-4,1
8476-26,0
5091-53,0
2653-81,0
8982-69,0
1056-84,0
1805-49,0
7258-68,0
7443-26,0
9018-96,0
1377-65,0
7844-05,0
7299-79,0
4478-,0
1240-43,0
2755-79,0
7743-42,0
4408-59,0
7081-66,0
9637-12,0
4521-13,0
9592-46,0
9217-20,0
7274-57,0
2660-61,0
3610-06,0
1508-9,0
6233-51,1
7765-57,0
3438-63,0
1649-69,0
7072-86,1
5970-5,0
2437-94,0
3330-01,0
6793-63,0
5980-98,0
2267-88,0
5067-33,0
8173-30,0
1202-41,0
3061-43,0
1629-49,1
9848-05,0
2882-09,0
4992-22,0
5415-9,1
8666-56,1
9020-88,0
4069-50,0
6973-23,0
4841-99,0
2527-27,0
7396-62,0
7612-31,0
1292-04,0
5733-60,0
8475-16,0
2838-37,0
5995-42,0
5225-59,0
1515-93,0
1402-49,0
8216-20,0
8184-41,0
7604-78,0
8577-23,0
4722-03,0
8689-68,0
6585-23,0
4043-55,0
9083-6,0
5794-37,0
2807-08,0
1906-68,0
7013-79,0
6035-38,0
1830-89,0
4119-10,0
2455-47,1
1608-69,0
6781-5,1
6363-8,0
1438-36,0
1163-74,0
2061-26,0
4101-39,0
2218-,0
9096-4,0
8954-79,0
8162-09,0
3214-23,0
1526-43,0
1735-78,0
5898-99,0
1604-6,0
2636-38,0
6561-85,0
5542-95,0
4051-66,0
8807-33,0
3358-51,0
4096-62,0
5912-25,0
1185-2,0
1524-10,0
2385-38,0
3852-69,0
8854-85,0
7480-03,0
5561-93,0
8803-94,0
5182-96,1
1182-29,0
8574-30,0
9182-81,0
9868-19,0
3616-16,0
4023-41,0
4121-81,0
6894-34,0
7843-50,0
1632-1,0
6600-98,0
2945-43,1
1839-9,0
2730-,0
3279-39,0
8898-98,0
8174-54,0
3340-68,0
7368-43,0
2180-64,0
6978-99,0
1723-57,1
9305-96,0
7631-90,0
6354-66,0
2864-22,0
9865-49,1
5788-7,0
5291-35,0
1785-41,1
2550-00,0
7172-28,0
8361-05,0
7576-76,0
8734-49,0
3472-9,0
7180-75,0
8095-47,0
6105-98,0
6178-84,0
5442-25,0
3845-23,0
6081-36,0
7454-6,0
1935-51,0
8428-83,0
4870-25,0
2160-04,0
3758-09,0
8795-28,0
3769-27,0
2501-60,0
7759-76,0
2205-15,0
5559-27,0
5397-5,0
2553-48,0
4681-16,0
2946-35,0
2314-72,1
3946-54,0
3862-06,0
9175-31,0
5317-5,0
2555-38,0
1378-01,0
9027-20,1
8933-45,0
9997-59,0
8750-87,0
5063-32,0
9902-27,0
1338-83,0
8199-75,0
3948-07,0
6357-70,1
9317-67,0
8335-46,1
6660-76,0
2872-26,0
8561-9,0
2164-87,0
5609-12,1
5359-21,0
2681-39,0
9113-73,0
6553-10,0
6016-97,0
7770-42,0
2780-02,0
5856-95,0
4686-94,0
1876-89,0
2108-69,0
9528-15,1
9443-45,0
4210-13,1
8667-34,0
4730-35,0
8513-94,0
7759-24,1
7258-11,0
7005-77,0
5195-9,0
8659-24,0
1367-20,0
6451-20,0
2150-74,0
7767-25,0
7000-86,0
7001-30,0
5336-95,0
6563-91,0
3775-57,0
6029-99,0
9758-62,0
3315-29,0
4164-99,1
4527-37,0
8986-57,0
9854-17,0
2902-31,0
4055-4,0
5354-89,0
7724-,0
5094-12,0
3595-11,0
2037-23,0
8365-36,0
1132-76,0
6340-68,0
8088-63,0
8452-61,0
7224-28,0
1606-24,0
8549-85,0
5473-67,1
3683-44,1
1543-41,1
4064-52,0
5713-26,0
9416-05,0
5652-05,1
9938-18,0
3931-11,0
8303-53,0
7422-82,0
7299-24,1
4588-20,0
2141-27,0
8472-27,0
4473-09,0
4867-1,0
7432-1,0
1322-97,0
1470-05,1
8879-40,0
9246-25,0
1245-5,0
6470-99,0
3742-64,0
8799-14,0
3441-36,0
9710-35,0
5376-85,0
4711-46,0
9068-34,0
7580-50,0
3818-65,0
4007-14,0
2637-74,0
9781-11,0
9053-55,0
9499-03,0
4855-72,0
2627-02,0
7326-76,0
1164-34,0
7264-1,0
2294-58,0
8405-10,1
3127-82,0
7564-0,1
4662-22,0
4572-21,0
8840-58,0
3420-49,0
3622-18,0
8524-54,0
5691-42,0
9763-11,0
1853-48,0
1219-92,1
3278-62,1
4345-4,0
3774-63,0
5574-10,0
4981-54,0
3285-1,1
4611-51,0
6519-84,0
1990-08,0
4223-44,0
3418-,0
9575-75,0
1181-21,0
8656-21,0
6741-72,0
4642-97,0
4832-69,0
5250-93,0
2364-23,0
8883-57,0
2066-61,0
4618-30,0
5141-64,0
5941-38,0
5981-52,1
7549-36,0
6993-71,0
5530-65,0
3358-21,0
7411-97,0
7326-67,0
4409-62,0
2203-6,0
3823-66,0
7110-15,0
3408-53,0
7055-04,0
6520-1,0
6457-76,0
7308-65,0
7489-67,0
3454-31,0
9395-45,0
6244-75,0
3426-18,0
3735-9,0
3605-15,0
1798-31,0
6392-31,0
6657-58,0
3596-04,0
7339-68,0
3214-15,0
5604-76,0
9446-0,0
9171-94,0
9627-08,0
6605-60,0
3134-11,0
9382-09,1
7063-35,0
7022-77,1
7931-82,0
4508-33,0
9543-94,0
2341-14,0
7298-25,0
1977-77,0
9880-25,0
4187-57,0
8015-76,0
2334-10,0
2493-43,0
1317-21,0
2102-78,0
5615-71,0
9396-72,0
2812-6,0
3002-17,0
4282-2,0
7479-51,0
1624-95,0
1837-47,0
2058-17,0
8299-00,0
6829-5,0
4739-21,0
1540-5,0
4177-02,0
3555-21,0
7124-09,0
2108-33,0
8632-36,0
3265-59,0
3557-33,0
7278-00,1
6353-4,0
3096-31,0
8618-81,0
1082-96,1
7322-33,0
1855-20,0
8472-06,0
2796-58,0
5437-37,0
9557-74,0
5040-01,0
7052-72,0
7541-24,0
1977-2,1
3854-70,0
4609-39,0
3988-30,0
9100-01,0
2370-60,0
4297-2,0
8533-97,1
9433-84,0
1757-56,0
3763-56,0
8595-53,0
7809-88,0
8902-25,0
5626-70,0
5189-36,0
3644-12,0
5806-50,0
5526-08,0
4926-26,0
2573-8,0
4022-30,0
3042-74,0
2464-7,0
2911-48,0
3522-74,0
2176-47,0
1523-,0
2682-7,0
5314-25,0
8206-84,0
4048-67,0
5637-78,0
4331-46,0
8019-67,0
8950-25,0
2912-19,1
7372-41,0
2722-63,0
5561-,0
4971-8,0
6536-12,0
9664-23,0
1382-6,0
3074-56,0
8912-93,0
4602-25,0
9499-67,0
5340-19,0
2078-6,0
6858-45,0
6336-78,1
5666-82,0
8655-29,0
8686-94,1
8758-35,1
5419-41,0
9400-56,0
5948-64,0
4720-9,0
2111-00,0
4278-08,0
4342-14,0
3448-08,0
7200-71,0
5060-00,1
8922-,0
3423-59,0
9745-36,0
5235-55,0
1529-79,0
4858-11,0
3596-59,0
3166-98,0
1529-28,0
9167-08,0
8211-86,0
2679-51,1
6864-67,0
9148-3,0
5608-92,1
8318-38,0
6194-67,0
8394-15,0
5516-84,0
5116-09,0
9967-54,0
5254-39,0
8333-15,0
1012-73,1
8840-02,0
3754-07,0
9543-26,0
9189-12,0
3048-94,1
4559-71,0
1004-6,0
8891-54,1
2783-,0
6472-4,0
7995-66,0
5488-90,0
8108-1,1
2783-30,0
8538-19,0
6583-06,0
6203-57,1
3089-06,0
1005-15,0
4933-83,1
2085-56,1
9908-01,0
4857-63,0
6994-80,0
4162-76,0
6313-87,0
4628-96,0
4786-47,0
9422-39,0
8918-60,0
8058-45,0
3941-31,0
9835-12,0
5716-85,0
8946-76,0
5516-88,0
2145-22,0
2292-51,0
9884-47,0
8425-22,0
4391-58,0
3975-94,1
7626-65,0
3756-45,1
6100-91,0
3180-15,0
5411-19,0
8254-50,0
5486-15,0
2901-8,0
4216-84,0
9358-13,0
6315-53,0
4628-09,0
1665-77,0
8824-77,0
6027-12,0
9543-89,0
2958-44,0
7706-5,0
9429-14,1
1413-48,1
8320-72,0
4523-43,0
2722-65,0
5308-57,0
7176-42,0
2207-38,0
5373-42,0
3858-02,0
5251-60,0
8677-10,1
4356-08,0
1094-09,0
9406-9,0
4958-36,0
9016-70,0
9058-07,0
4407-60,0
9735-27,0
1212-69,0
5634-88,0
7673-36,1
5670-61,0
6229-83,0
5651-09,0
9143-51,0
9132-02,1
5941-04,1
4306-43,0
4321-64,0
5463-31,0
7528-23,0
2486-54,0
9927-62,0
8113-4,0
6842-19,0
1102-68,0
5942-14,0
6972-94,0
1838-59,0
5298-,0
6680-60,0
5576-80,0
2929-56,0
3201-40,0
